,filename,measure,current_chord,next_chord,current_position,next_position
360,51,20.0,A5,A5,x.0.2.2.x.x,x.0.2.2.x.x
361,51,20.0,G5,D5,3.x.0.0.3.3,x.x.0.2.3.x
362,51,20.5,A5,G5,x.0.2.2.x.x,3.x.0.0.3.3
363,53,5.5,A5,G,x.0.2.x.x.x,3.5.5.4.3.3
364,53,4.5,C7M,A5,x.3.2.0.0.x,x.0.2.x.x.x
365,53,3.5,Em,C7M,0.2.2.0.0.0,x.3.2.0.0.x
366,53,2.5,Bsus4/F#,Em,2.x.4.4.5.x,0.2.2.0.0.0
367,53,2.0,G,Bsus4/F#,3.5.5.4.3.3,2.x.4.4.5.x
368,57,14.0,Fm,Bbm,x.8.10.10.9.8,6.8.8.6.6.6
369,57,15.0,Eb,C,x.6.8.8.8.6,8.10.10.9.8.x
370,57,19.5,C,Bbm7,x.3.5.5.5.3,6.8.6.6.9.6
371,57,27.0,Fm,Bb,1.3.3.1.1.1,x.1.3.3.3.1
372,57,60.5,Eb,Fm,x.6.8.8.8.6,x.8.10.10.9.x
373,57,61.0,Fm,Bbm,x.8.10.10.9.x,6.8.8.6.6.6
374,57,48.5,Cm,Fm,x.3.5.5.4.3,1.3.3.1.1.1
375,57,16.5,C,Fm,x.3.5.5.5.3,x.8.10.10.9.8
376,57,17.0,Fm,Bbm7,x.8.10.10.9.8,6.8.6.6.9.6
377,57,15.5,C,Bbm7,8.10.10.9.8.x,6.8.6.6.9.6
378,57,16.0,Bbm7,C,6.8.6.6.9.6,x.3.5.5.5.3
379,57,47.5,Bb,Gm,x.1.3.3.3.1,3.5.5.3.3.3
380,57,48.0,Gm,Cm,3.5.5.3.3.3,x.3.5.5.4.3
381,57,43.5,Bb,Cm,x.1.3.3.3.1,x.3.5.5.4.3
382,57,41.5,Ab,Cm,4.6.6.5.4.4,x.3.5.5.4.3
383,57,40.5,A,Eb7sus4,5.7.7.6.5.5,11.11.11.13.11.11
384,57,41.0,Eb7sus4,Ab,11.11.11.13.11.11,4.6.6.5.4.4
385,57,39.5,Gb,A,2.4.4.3.2.2,5.7.7.6.5.5
386,57,38.5,Ab,B,4.6.6.5.4.4,7.9.9.8.7.7
387,57,39.0,B,Gb,7.9.9.8.7.7,2.4.4.3.2.2
388,57,38.0,Db,Ab,x.4.6.6.6.4,4.6.6.5.4.4
389,57,28.5,Bb,C,6.8.8.7.6.6,x.3.5.5.5.3
390,57,27.5,Bb,Eb,x.1.3.3.3.1,x.6.8.8.8.6
391,57,28.0,Eb,Bb,x.6.8.8.8.6,6.8.8.7.6.6
392,57,26.5,Gm,Fm,3.5.5.3.3.3,1.3.3.1.1.1
393,57,19.0,Eb,C,x.6.8.8.8.6,x.3.5.5.5.3
394,57,14.5,Bbm,Eb,6.8.8.6.6.6,x.6.8.8.8.6
395,57,21.0,Bbm7,Eb,6.8.6.6.9.6,x.6.8.8.8.6
396,57,26.0,Cm,Gm,x.3.5.5.4.3,3.5.5.3.3.3
397,58,7.5,G5,A5,3.5.5.x.x.x,5.7.7.x.x.x
398,58,8.5,A5,F5,5.7.7.x.x.x,1.3.3.x.x.x
399,58,9.5,F5,G5,1.3.3.x.x.x,3.5.5.x.x.x
400,58,10.5,G5,E5,3.5.5.x.x.x,0.2.2.x.x.x
401,58,11.5,E5,F5,0.2.2.x.x.x,1.3.3.x.x.x
402,58,12.5,F5,Dm,1.3.3.x.x.x,x.5.7.7.6.x
403,58,13.5,Dm,G5,x.5.7.7.6.x,3.5.5.x.x.x
404,58,31.0,G5,F,3.5.5.x.x.x,1.3.3.2.1.1
405,58,31.0,A5,G5,5.7.7.x.x.x,3.5.5.x.x.x
406,58,34.5,G5,C,3.5.5.x.x.x,x.3.5.5.5.x
407,58,39.0,C5,G(no5)/B,x.3.5.x.x.x,x.2.5.x.x.x
408,58,38.5,G5,C5,3.5.5.x.x.x,x.3.5.x.x.x
409,58,40.0,Am,G5,5.7.7.5.5.5,3.5.5.x.x.x
410,58,39.5,G(no5)/B,Am,x.2.5.x.x.x,5.7.7.5.5.5
411,58,41.0,Dm,E5,x.5.7.7.6.x,0.2.2.x.x.x
412,58,40.5,G5,Dm,3.5.5.x.x.x,x.5.7.7.6.x
413,58,31.5,F,G5,1.3.3.2.1.1,3.5.5.x.x.x
414,59,6.5,Dbmaj7,Gm,x.4.6.5.6.x,3.5.5.3.x.x
415,59,25.0,Gm7,C7,3.5.3.3.x.x,x.3.2.3.1.x
416,59,25.0,F#dim7,Gm7,2.x.1.2.1.x,3.5.3.3.x.x
417,59,21.5,Fmaj7/C,Dm,8.x.7.9.6.x,x.x.0.2.3.1
418,59,24.0,Dm,F#dim7,x.x.0.2.3.1,2.x.1.2.1.x
419,59,22.5,C/E,Dm,x.x.2.0.1.0,x.x.0.2.3.1
420,59,24.5,F#dim7,Gm7,2.x.1.2.1.x,3.x.3.3.3.x
421,59,25.0,Gm7,F#dim7,3.x.3.3.3.x,2.x.1.2.1.x
422,59,32.0,F,Eb9,1.3.3.2.1.x,x.6.5.6.6.x
423,59,34.5,Db7,Bb/C,x.4.6.4.6.x,8.x.8.7.6.x
424,59,34.0,Gm7,Db7,3.5.3.3.6.x,x.4.6.4.6.x
425,59,33.5,D7b9,Gm7,x.5.4.5.4.x,3.5.3.3.6.x
426,59,35.0,Bb/C,C7b9,8.x.8.7.6.x,8.x.8.6.5.x
427,59,36.0,Fadd9/C,Bb/C,8.8.7.0.6.x,8.x.8.7.6.x
428,59,36.0,Bb/C,Bbm/C,8.x.8.7.6.x,8.x.8.6.6.x
429,59,35.5,C7b9,Fadd9/C,8.x.8.6.5.x,8.8.7.0.6.x
430,59,36.5,Bbm/C,Fmaj9/C,8.x.8.6.6.x,8.8.7.0.6.0
431,59,22.0,Dm,C/E,x.x.0.2.3.1,x.x.2.0.1.0
432,59,32.5,Eb9,D7b9,x.6.5.6.6.x,x.5.4.5.4.x
433,59,19.5,Fmaj7/C,Bb/C,8.x.7.9.6.x,8.x.8.7.6.x
434,59,7.0,Gm,C7,3.5.5.3.x.x,x.3.2.3.1.x
435,59,2.0,F,Am,1.x.3.2.1.x,x.0.2.2.1.x
436,59,3.0,Bb,Am,x.1.3.3.3.x,x.0.2.2.1.x
437,59,16.5,F6add9,Bb/F,1.x.0.0.3.x,1.x.0.3.x.x
438,59,17.5,F,Bb/C,1.3.3.2.1.x,8.x.8.7.6.x
439,59,18.5,Bb/C,Fmaj7/C,8.x.8.7.6.x,8.x.7.9.6.x
440,59,1.5,Gm/D,F,x.5.5.3.3.x,1.x.3.2.1.x
441,59,4.0,Gm,F,3.5.5.3.x.x,1.3.3.2.1.x
442,59,0.5,Gm/D,F/C,x.5.5.3.3.x,x.3.3.2.1.x
443,59,0.0,F/C,Gm/D,x.3.3.2.1.x,x.5.5.3.3.x
444,59,8.0,F,B9,1.3.3.2.1.x,x.2.1.2.2.x
445,59,7.5,C7,F,x.3.2.3.1.x,1.3.3.2.1.x
446,59,9.0,Bb,C7,x.1.3.3.3.x,x.3.2.3.1.x
447,59,17.0,Bb/F,F,1.x.0.3.x.x,1.3.3.2.1.x
448,59,8.5,B9,Bb,x.2.1.2.2.x,x.1.3.3.3.x
449,59,16.0,F,F6add9,1.3.3.2.1.x,1.x.0.0.3.x
450,59,3.5,Am,Gm,x.0.2.2.1.x,3.5.5.3.x.x
451,59,5.0,A7,Dm,x.0.2.0.2.x,x.x.0.2.3.1
452,59,4.5,F,A7,1.3.3.2.1.x,x.0.2.0.2.x
453,59,5.5,Dm,Dbmaj7,x.x.0.2.3.1,x.4.6.5.6.x
454,59,10.0,F,Am,1.3.3.2.1.x,x.0.2.2.1.x
455,59,2.5,Am,Bb,x.0.2.2.1.x,x.1.3.3.3.x
456,60,75.5,F,F/C,x.x.3.2.1.x,x.3.3.2.1.x
457,60,76.0,F/C,C,x.3.3.2.1.x,x.3.2.0.1.x
458,60,72.5,C,Am,x.3.2.0.1.x,x.0.2.2.1.0
459,60,17.5,Am,E,x.0.2.2.1.0,0.2.2.1.0.x
460,60,67.0,C,F,x.3.2.0.1.0,x.x.3.2.1.x
461,60,62.5,Am,Dm,x.0.2.2.1.0,x.x.0.2.3.1
462,60,16.5,G,Am,3.2.0.0.0.3,x.0.2.2.1.0
463,60,2.0,E7,E7/G#,0.x.x.4.3.0,4.x.x.4.3.0
464,60,1.5,Am,E7,x.x.2.2.1.0,0.x.x.4.3.0
465,60,3.0,Gsus4,Bb/F,x.x.5.5.3.3,x.x.3.3.3.x
466,60,3.0,Bb/F,F,x.x.3.3.3.x,x.x.3.2.1.x
467,60,2.5,E7/G#,Gsus4,4.x.x.4.3.0,x.x.5.5.3.3
468,60,4.0,C/E,G/B,x.x.2.0.1.x,x.2.0.0.0.x
469,60,3.5,F,C/E,x.x.3.2.1.x,x.x.2.0.1.x
470,60,4.5,G/B,Am,x.2.0.0.0.x,x.0.2.2.1.0
471,60,6.0,E,E7/G#,0.2.2.1.0.0,4.x.x.4.3.0
472,60,5.5,Am,E,x.0.2.2.1.0,0.2.2.1.0.0
473,60,54.5,E,G,0.2.2.1.0.0,x.x.5.4.3.x
474,60,42.5,E,G,0.2.2.1.x.x,x.x.5.4.3.x
475,60,41.5,Am,E,x.0.2.2.1.x,0.2.2.1.x.x
476,60,7.0,G,Fsus4,x.x.5.4.3.x,x.x.3.3.1.x
477,60,8.0,F,C,x.x.3.2.1.x,x.3.2.0.1.x
478,60,6.5,E7/G#,G,4.x.x.4.3.0,x.x.5.4.3.x
479,60,7.0,Fsus4,F,x.x.3.3.1.x,x.x.3.2.1.x
480,60,7.0,G,Fsus4,x.x.5.4.3.x,x.x.3.3.1.x
481,60,5.5,Am,E,x.0.2.2.1.0,0.2.2.1.0.0
482,60,6.0,E,E7/G#,0.2.2.1.0.0,4.x.x.4.3.0
483,60,8.0,C,G/B,x.3.2.0.1.x,x.2.0.0.0.x
484,60,4.5,G/B,Am,x.2.0.0.0.x,x.0.2.2.1.0
485,60,4.0,C/E,G/B,x.x.2.0.1.x,x.2.0.0.0.x
486,60,2.5,E7/G#,Gsus4,4.x.x.4.3.0,x.x.5.5.3.3
487,60,3.0,Bb/F,F,x.x.3.3.3.x,x.x.3.2.1.x
488,60,3.0,Gsus4,Bb/F,x.x.5.5.3.3,x.x.3.3.3.x
489,60,1.5,Am,E7,x.x.2.2.1.0,0.x.x.4.3.0
490,60,2.0,E7,E7/G#,0.x.x.4.3.0,4.x.x.4.3.0
491,60,3.5,F,C/E,x.x.3.2.1.x,x.x.2.0.1.x
492,60,7.5,F,F,x.x.3.2.1.x,x.x.3.2.1.x
493,60,9.5,Am,E,x.0.2.2.1.0,0.2.2.1.x.x
494,60,11.0,G,Bb/F,3.2.0.0.0.3,x.x.3.3.3.x
495,60,40.5,C,Am,x.3.2.0.1.x,x.0.2.2.1.x
496,60,38.0,E,E7/G#,0.2.2.1.x.x,4.x.x.4.3.0
497,60,20.0,C,G/B,x.3.2.0.1.0,x.2.0.0.0.x
498,60,20.0,F,C,x.x.3.2.1.x,x.3.2.0.1.0
499,60,18.5,E,G,0.2.2.1.0.x,3.2.0.0.0.3
500,60,19.0,G,Fsus4,3.2.0.0.0.3,x.x.3.3.1.x
501,60,17.5,Am,E,x.0.2.2.1.0,0.2.2.1.0.x
502,60,16.5,G,Am,3.2.0.0.0.3,x.0.2.2.1.0
503,60,15.5,F,G,1.3.3.2.1.x,3.2.0.0.0.3
504,60,14.5,Am,C,x.0.2.2.1.0,x.3.2.0.1.0
505,60,15.0,C,F,x.3.2.0.1.0,1.3.3.2.1.x
506,60,13.5,G,Dm,3.2.0.0.0.3,x.x.0.2.3.1
507,60,14.0,Dm,Am,x.x.0.2.3.1,x.0.2.2.1.0
508,60,12.5,C,G,x.3.2.0.1.x,3.2.0.0.0.3
509,60,10.5,E,G,0.2.2.1.x.x,3.2.0.0.0.3
510,60,43.0,G,Bb/F,x.x.5.4.3.x,x.x.3.3.3.x
511,60,7.0,Fsus4,F,x.x.3.3.1.x,x.x.3.2.1.x
512,60,67.5,F,G,x.x.3.2.1.x,3.2.0.0.0.3
513,60,8.0,F,C,x.x.3.2.1.x,x.3.2.0.1.x
514,60,75.5,F,F/C,x.x.3.2.1.x,x.3.3.2.1.x
515,60,76.0,F/C,C,x.3.3.2.1.x,x.3.2.0.1.x
516,60,72.5,C,Am,x.3.2.0.1.x,x.0.2.2.1.0
517,60,67.5,F,G,x.x.3.2.1.x,3.2.0.0.0.3
518,60,67.0,C,F,x.3.2.0.1.0,x.x.3.2.1.x
519,60,62.5,Am,Dm,x.0.2.2.1.0,x.x.0.2.3.1
520,60,14.0,Dm,Am,x.x.0.2.3.1,x.0.2.2.1.0
521,60,75.5,F,F/C,x.x.3.2.1.x,x.3.3.2.1.x
522,60,12.5,C,G,x.3.2.0.1.x,3.2.0.0.0.3
523,60,42.5,E,G,0.2.2.1.x.x,x.x.5.4.3.x
524,60,43.0,G,Bb/F,x.x.5.4.3.x,x.x.3.3.3.x
525,60,41.5,Am,E,x.0.2.2.1.x,0.2.2.1.x.x
526,60,40.5,C,Am,x.3.2.0.1.x,x.0.2.2.1.x
527,60,38.0,E,E7/G#,0.2.2.1.x.x,4.x.x.4.3.0
528,60,20.0,C,G/B,x.3.2.0.1.0,x.2.0.0.0.x
529,60,20.0,F,C,x.x.3.2.1.x,x.3.2.0.1.0
530,60,54.5,E,G,0.2.2.1.0.0,x.x.5.4.3.x
531,60,18.5,E,G,0.2.2.1.0.x,3.2.0.0.0.3
532,60,76.0,F/C,C,x.3.3.2.1.x,x.3.2.0.1.x
533,60,67.5,F,G,x.x.3.2.1.x,3.2.0.0.0.3
534,60,15.5,F,G,1.3.3.2.1.x,3.2.0.0.0.3
535,60,14.5,Am,C,x.0.2.2.1.0,x.3.2.0.1.0
536,60,15.0,C,F,x.3.2.0.1.0,1.3.3.2.1.x
537,60,13.5,G,Dm,3.2.0.0.0.3,x.x.0.2.3.1
538,60,19.0,G,Fsus4,3.2.0.0.0.3,x.x.3.3.1.x
539,60,18.5,E,G,0.2.2.1.0.x,3.2.0.0.0.3
540,60,20.0,F,C,x.x.3.2.1.x,x.3.2.0.1.0
541,60,72.5,C,Am,x.3.2.0.1.x,x.0.2.2.1.0
542,60,20.0,C,G/B,x.3.2.0.1.0,x.2.0.0.0.x
543,60,40.5,C,Am,x.3.2.0.1.x,x.0.2.2.1.x
544,60,6.5,E7/G#,G,4.x.x.4.3.0,x.x.5.4.3.x
545,60,43.0,G,Bb/F,x.x.5.4.3.x,x.x.3.3.3.x
546,60,42.5,E,G,0.2.2.1.x.x,x.x.5.4.3.x
547,60,54.5,E,G,0.2.2.1.0.0,x.x.5.4.3.x
548,60,62.5,Am,Dm,x.0.2.2.1.0,x.x.0.2.3.1
549,60,67.0,C,F,x.3.2.0.1.0,x.x.3.2.1.x
550,60,38.0,E,E7/G#,0.2.2.1.x.x,4.x.x.4.3.0
551,60,10.5,E,G,0.2.2.1.x.x,3.2.0.0.0.3
552,60,41.5,Am,E,x.0.2.2.1.x,0.2.2.1.x.x
553,60,9.5,Am,E,x.0.2.2.1.0,0.2.2.1.x.x
554,60,3.5,F,C/E,x.x.3.2.1.x,x.x.2.0.1.x
555,60,4.5,G/B,Am,x.2.0.0.0.x,x.0.2.2.1.0
556,60,6.0,E,E7/G#,0.2.2.1.0.0,4.x.x.4.3.0
557,60,5.5,Am,E,x.0.2.2.1.0,0.2.2.1.0.0
558,60,7.0,G,Fsus4,x.x.5.4.3.x,x.x.3.3.1.x
559,60,7.0,Fsus4,F,x.x.3.3.1.x,x.x.3.2.1.x
560,60,3.0,Bb/F,F,x.x.3.3.3.x,x.x.3.2.1.x
561,60,3.0,Gsus4,Bb/F,x.x.5.5.3.3,x.x.3.3.3.x
562,60,11.0,G,Bb/F,3.2.0.0.0.3,x.x.3.3.3.x
563,60,6.5,E7/G#,G,4.x.x.4.3.0,x.x.5.4.3.x
564,60,8.0,F,C,x.x.3.2.1.x,x.3.2.0.1.x
565,60,4.0,C/E,G/B,x.x.2.0.1.x,x.2.0.0.0.x
566,60,12.5,C,G,x.3.2.0.1.x,3.2.0.0.0.3
567,60,14.0,Dm,Am,x.x.0.2.3.1,x.0.2.2.1.0
568,60,13.5,G,Dm,3.2.0.0.0.3,x.x.0.2.3.1
569,60,10.5,E,G,0.2.2.1.x.x,3.2.0.0.0.3
570,60,14.5,Am,C,x.0.2.2.1.0,x.3.2.0.1.0
571,60,7.5,F,F,x.x.3.2.1.x,x.x.3.2.1.x
572,60,8.0,C,G/B,x.3.2.0.1.x,x.2.0.0.0.x
573,60,19.0,G,Fsus4,3.2.0.0.0.3,x.x.3.3.1.x
574,60,8.0,C,G/B,x.3.2.0.1.x,x.2.0.0.0.x
575,60,7.5,F,F,x.x.3.2.1.x,x.x.3.2.1.x
576,60,9.5,Am,E,x.0.2.2.1.0,0.2.2.1.x.x
577,60,11.0,G,Bb/F,3.2.0.0.0.3,x.x.3.3.3.x
578,60,2.0,E7,E7/G#,0.x.x.4.3.0,4.x.x.4.3.0
579,60,15.0,C,F,x.3.2.0.1.0,1.3.3.2.1.x
580,60,2.5,E7/G#,Gsus4,4.x.x.4.3.0,x.x.5.5.3.3
581,60,1.5,Am,E7,x.x.2.2.1.0,0.x.x.4.3.0
582,60,17.5,Am,E,x.0.2.2.1.0,0.2.2.1.0.x
583,60,16.5,G,Am,3.2.0.0.0.3,x.0.2.2.1.0
584,60,15.5,F,G,1.3.3.2.1.x,3.2.0.0.0.3
585,61,27.5,D5,E5,x.x.0.2.3.x,0.2.2.x.x.x
586,61,39.5,C5,A5,x.3.5.5.x.x,x.0.2.2.x.x
587,61,26.5,C5,D5,x.3.5.5.x.x,x.x.0.2.3.x
588,61,26.0,A5,C5,x.0.2.2.x.x,x.3.5.5.x.x
589,61,20.0,E5,G,0.2.2.x.x.x,3.2.0.0.x.x
590,61,9.5,C,A5,8.x.10.9.8.x,x.0.7.9.10.x
591,61,35.5,D5,E5,x.x.0.2.3.x,0.7.9.9.x.x
592,61,38.5,Em(no5),C5,0.7.5.x.x.x,x.3.5.5.x.x
593,61,78.0,G,A5,3.2.0.0.x.x,x.0.2.2.x.x
594,61,50.5,C5,C5,x.3.5.5.x.x,x.3.5.5.x.x
595,61,54.0,E5,G,0.7.9.9.x.x,3.2.0.0.x.x
596,61,72.5,A5,A5,x.0.2.2.x.x,x.0.2.2.x.x
597,61,76.5,D5,D5,x.x.0.2.3.x,x.x.0.2.3.x
598,61,8.5,E5,C,0.7.9.9.x.x,8.x.10.9.8.x
599,61,77.5,D5,G,x.x.0.2.3.x,3.2.0.0.x.x
600,61,78.5,A5,B5,x.0.2.2.x.x,x.2.4.4.x.x
601,61,80.0,A5,E5,x.0.2.2.x.x,0.2.2.x.x.x
602,61,79.5,B5,C5,x.2.4.4.x.x,x.3.5.5.x.x
603,61,129.0,D5,A5,x.x.0.2.3.x,x.0.2.2.x.x
604,61,45.5,D5,C5,x.x.0.2.3.x,x.3.5.5.x.x
605,61,5.5,C,A7,8.x.10.9.8.x,x.0.7.9.8.x
606,61,22.5,A5,D5,x.0.2.2.x.x,x.x.0.2.3.x
607,61,0.5,E5,E5,0.7.9.9.x.x,0.7.9.9.x.x
608,65,15.0,Bb5,C5,x.1.3.3.x.x,x.3.5.5.x.x
609,65,29.5,C,Bb/F,x.x.10.9.8.x,x.x.15.15.15.x
610,65,28.5,A/C#,F/C,x.x.11.9.10.x,x.x.10.10.10.x
611,65,29.0,F/C,C,x.x.10.10.10.x,x.x.10.9.8.x
612,65,97.0,Bb5,C,x.1.3.3.x.x,x.3.5.5.5.x
613,65,28.0,D,A/C#,x.x.12.11.10.x,x.x.11.9.10.x
614,65,26.5,F,C/E,x.x.15.14.13.x,x.x.14.12.13.x
615,65,27.0,C/E,G/D,x.x.14.12.13.x,x.x.12.12.12.x
616,65,26.0,Bb/F,F,x.x.15.15.15.x,x.x.15.14.13.x
617,65,27.5,G/D,D,x.x.12.12.12.x,x.x.12.11.10.x
618,65,9.0,Bb5,F5,x.1.3.3.x.x,1.3.3.x.x.x
619,70,64.5,Bb/F,Fsus2,x.x.3.3.3.x,x.x.3.0.1.x
620,70,65.0,Fsus2,F,x.x.3.0.1.x,x.x.3.2.1.x
621,70,63.5,Fsus4,Bb/F,x.x.3.3.1.x,x.x.3.3.3.x
622,70,39.0,F5,C/F,1.3.x.x.x.x,x.x.3.0.1.0
623,70,35.0,F,C/F,x.x.3.2.1.x,x.x.3.0.1.0
624,70,27.0,C5,F5,x.3.5.x.x.x,x.8.10.x.x.x
625,70,24.5,C5,F5,x.3.5.5.x.x,x.8.10.x.x.x
626,70,39.5,C/F,F,x.x.3.0.1.0,x.x.3.2.1.x
627,70,24.0,Bb,C5,x.1.3.3.3.x,x.3.5.5.x.x
628,70,8.5,Bb,F,x.1.3.3.3.x,x.x.3.2.1.x
629,70,5.5,C/F,F,x.x.3.0.1.0,x.x.3.2.1.1
630,70,21.0,C5,F5,x.3.5.x.x.x,1.3.x.x.x.x
631,70,18.5,F,Bb5,x.x.3.2.1.x,x.1.3.x.x.x
632,70,17.0,F,Csus4/F,x.x.3.2.1.1,x.x.3.0.1.x
633,70,17.0,Csus4/F,F,x.x.3.0.1.x,x.x.3.2.1.1
634,70,12.5,Bb5,F5,x.1.3.x.x.x,1.3.x.x.x.x
635,70,9.5,F,Csus4/F,x.x.3.2.1.x,x.x.3.0.1.x
636,70,10.0,Csus4/F,F,x.x.3.0.1.x,x.x.3.2.1.x
637,72,63.0,D,A7,x.x.0.2.3.2,x.0.2.2.2.3
638,72,14.5,A7,D,x.0.2.2.2.3,x.x.0.2.3.2
639,72,11.5,F#,F#7,2.4.4.3.2.2,2.4.2.3.2.2
640,72,12.5,F#7,Bm,2.4.2.3.2.2,x.2.4.4.3.2
641,72,14.0,E7,A7,0.2.2.1.3.0,x.0.2.2.2.3
642,72,13.5,Bm,E7,x.2.4.4.3.2,0.2.2.1.3.0
643,72,63.0,D,D,x.x.0.2.3.2,x.x.0.2.3.2
644,74,85.5,C7,F#m,x.3.5.3.5.x,2.4.4.2.x.x
645,74,73.5,C7,G5,x.3.5.3.5.x,3.5.x.x.x.x
646,74,72.5,C5,C6,x.3.5.x.x.x,x.3.7.x.x.x
647,74,73.0,C5,C7,x.3.5.x.x.x,x.3.5.3.5.x
648,74,99.0,E7,E6,x.x.2.4.3.4,12.16.x.x.x.x
649,74,86.5,F#m,F#5,2.4.4.2.x.x,2.4.4.x.x.x
650,74,69.5,A5,G5,x.0.2.2.5.5,3.5.x.x.x.x
651,74,68.5,G5,A5,3.x.0.0.3.3,x.0.2.2.5.5
652,74,67.5,Em,G5,0.2.2.0.0.0,3.x.0.0.3.3
653,74,73.0,C6,C5,x.3.7.x.x.x,x.3.5.x.x.x
654,74,87.5,F#5,Am7,2.4.4.x.x.x,5.x.5.5.5.x
655,74,95.0,D6,D5,10.14.x.x.x.x,10.12.x.x.x.x
656,74,89.5,A5,F#m,x.0.2.2.5.5,2.4.4.2.x.x
657,74,95.0,D5,D6,10.12.x.x.x.x,10.14.x.x.x.x
658,74,98.5,D7,E5,10.12.10.11.x.x,12.14.x.x.x.x
659,74,95.0,D5,D7,10.12.x.x.x.x,10.12.10.11.x.x
660,74,95.0,D7,D5,10.12.10.11.x.x,10.12.x.x.x.x
661,74,96.0,D7,D6,10.12.10.11.x.x,10.14.x.x.x.x
662,74,96.0,D6,D7,10.14.x.x.x.x,10.12.10.11.x.x
663,74,99.0,E5,E6,12.14.x.x.x.x,12.16.x.x.x.x
664,74,99.5,E5,E7,12.14.x.x.x.x,x.x.2.4.3.4
665,74,99.0,E6,E7,12.16.x.x.x.x,x.x.2.4.3.4
666,74,88.5,Am7,A5,5.x.5.5.5.x,x.0.2.2.5.5
667,74,99.0,E6,E5,12.16.x.x.x.x,12.14.x.x.x.x
668,74,28.5,B5,G5,x.2.4.4.x.x,3.x.0.0.3.3
669,74,66.5,A,Em,x.0.2.2.2.x,0.2.2.0.0.0
670,75,6.5,E5,F#5,x.7.9.x.x.x,x.9.11.x.x.x
671,75,5.0,F#5,C#5,x.9.11.x.x.x,x.4.6.x.x.x
672,75,5.0,C#5,D5,x.4.6.x.x.x,x.5.7.x.x.x
673,75,5.5,D5,E5,x.5.7.x.x.x,x.7.9.x.x.x
674,75,91.5,D5,E,x.5.7.x.x.x,0.2.2.1.0.x
675,78,5.5,C7M,E9,x.3.5.4.5.x,x.7.6.7.7.x
676,78,6.0,E9,F9,x.7.6.7.7.x,x.8.7.8.8.x
677,78,4.5,C#7M,C7M,x.4.6.5.6.x,x.3.5.4.5.x
678,78,3.5,G7sus4add9,C7M,3.x.3.2.1.x,x.3.5.4.5.x
679,78,4.0,Cmaj7/G,C#7M,3.x.5.4.5.x,x.4.6.5.6.x
680,78,13.5,E7/A#,Am,6.x.6.7.5.x,5.x.7.5.5.x
681,78,14.5,Am7M,Am7,5.x.6.5.5.x,5.x.5.5.5.x
682,78,2.5,C7M,G7sus4add9,x.3.5.5.0.0,3.x.3.2.1.x
683,78,1.5,C#9(#9),C7M,x.4.3.4.5.x,x.3.5.5.0.0
684,78,0.5,Dm7,G7add13,x.5.3.5.x.x,3.x.3.4.5.x
685,78,4.0,C7M,Cmaj7/G,x.3.5.4.5.x,3.x.5.4.5.x
686,78,15.0,Am7,Am6,5.x.5.5.5.x,5.x.4.5.5.x
687,78,7.0,E9,E9/B,x.7.6.7.7.x,7.x.6.7.7.x
688,78,14.0,Am,Am7M,5.x.7.5.5.x,5.x.6.5.5.x
689,78,8.5,A#7,A7,6.8.6.7.6.6,5.7.5.6.5.5
690,78,10.0,Dm9,Dm9/A,x.5.3.5.5.x,5.x.3.5.5.x
691,78,10.0,Dm9/A,Dm9,5.x.3.5.5.x,x.5.3.5.5.x
692,78,10.0,Dm9,D#9,x.5.3.5.5.x,x.6.5.6.6.x
693,78,9.5,A7/D#,Dm9,x.6.5.6.5.x,x.5.3.5.5.x
694,78,11.0,Dm9,D#7,x.5.3.5.5.x,x.6.5.6.4.x
695,78,1.0,G7add13,C#9(#9),3.x.3.4.5.x,x.4.3.4.5.x
696,78,10.5,D#9,Dm9,x.6.5.6.6.x,x.5.3.5.5.x
697,78,8.0,A7,A#7,5.7.5.6.5.5,6.8.6.7.6.6
698,78,6.5,F9,E9,x.8.7.8.8.x,x.7.6.7.7.x
699,78,7.0,E9/B,E9/A#,7.x.6.7.7.x,6.x.6.7.7.x
700,78,11.5,D#7,E7,x.6.5.6.4.x,x.7.6.7.5.x
701,78,13.0,E7/B,E7,7.x.6.7.5.x,x.7.6.7.5.x
702,78,13.0,E7,E7/A#,x.7.6.7.5.x,6.x.6.7.5.x
703,78,12.0,E7,E7/B,x.7.6.7.5.x,7.x.6.7.5.x
704,78,9.0,A7,A7/D#,5.7.5.6.5.5,x.6.5.6.5.x
705,78,7.5,E9/A#,A7,6.x.6.7.7.x,5.7.5.6.5.5
706,78,23.0,A7,A7addb13,x.0.2.0.2.0,x.0.2.0.2.1
707,78,25.0,G7add13,G7add13/F,3.x.3.4.5.x,1.x.x.0.0.0
708,78,23.5,A7addb13,Dm9,x.0.2.0.2.1,x.5.3.5.5.x
709,78,22.5,Em7/A#,A7,x.1.0.0.3.x,x.0.2.0.2.0
710,78,25.5,G7add13/F,Em7,1.x.x.0.0.0,0.x.0.0.3.x
711,78,21.5,Fm7,Em7,1.x.1.1.1.x,0.x.0.0.3.x
712,78,22.0,Em7,Em7/A#,0.x.0.0.3.x,x.1.0.0.3.x
713,78,20.5,F7M,Fm7,1.x.2.2.1.x,1.x.1.1.1.x
714,78,19.5,Bdim,F7M,x.2.3.4.3.x,1.x.2.2.1.x
715,78,18.5,Dm7/G#,G7,4.x.3.5.3.x,3.x.3.4.3.3
